revenue_cagr_3y,pat_cagr_3y,ebitda_margin,net_margin,roe,roce,debt_equity,interest_coverage,current_ratio,asset_turnover,receivable_days,inventory_days,promoter_stake_pre,ofs_pct,fresh_issue_pct,log_issue_size_cr,price_band_width_pct,gmp_t3,gmp_t1,nifty_30d_return,vix_at_open,sector_code,brlm_reputation_score,anchor_alloc_pct,company_age_yrs,qib_sub_multiple,hni_sub_multiple,rii_sub_multiple,overall_sub_multiple,allotment_ratio_rii,sentiment_score,news_volume_7d,profitability_score,growth_score,liquidity_score,solvency_score,efficiency_score,listing_gain_pct,risk_label,confidence_score,company_name,sector,ipo_id
38.4,48.6,18.4,8.4,12.4,10.8,0.08,12.4,3.4,1.28,14.0,2.0,42.0,30.0,70.0,6.608000625296087,2.2222222222222223,18.0,24.0,6.4,14.2,1,9.0,42.0,14.0,186.4,52.8,14.8,98.35,0.06,72.0,124.0,47.679614172988806,67.44917617396028,62.49999999999999,66.72775275663923,72.55726975222068,24.8,Low,60.0,LeTravenuesTechnology(Ixigo),Fintech,le_travenues_technology_ixigo_63
28.4,38.6,18.4,12.2,22.4,20.8,0.32,12.4,2.4,1.12,38.0,42.0,36.0,42.0,5.8,2.7212954278522306,0.0,28.0,74.0,96.0,15.6,5,8.5,40.0,18.0,121.17,121.17,108.4,121.17,0.06,68.0,88.0,54.72095187390828,55.85816082453964,35.0,65.45115701195839,36.216300451924575,45.8,Low,55.0,ExicomTele-Systems,Manufacturing,exicom_tele_systems_64
14.6,18.4,18.4,10.4,18.4,16.8,0.22,12.4,2.8,0.82,28.0,12.0,62.0,38.0,62.0,6.049733455231958,6.666666666666667,8.0,10.0,4.2,15.6,6,8.0,38.0,52.0,108.4,18.4,5.8,43.2,0.1,62.0,52.0,51.854700884449585,37.49218927196878,45.0,65.9830719055754,54.098488390213504,12.2,Medium,55.3,RKSwamy,Consumer,r_k_swamy_65
18.4,14.6,4.8,2.4,14.6,12.8,0.62,6.4,1.4,2.84,14.0,28.0,38.0,22.0,78.0,6.398594934535208,5.084745762711865,4.0,6.0,4.8,15.6,9,8.0,38.0,22.0,14.4,8.6,2.6,9.41,0.32,60.0,62.0,44.89070943459898,39.08196028993381,9.999999999999998,58.380959776362786,77.41935483870968,9.4,Medium,55.9,RashiPeripherals,ITServices,rashi_peripherals_66
29.67509342252045,19.688490445401143,33.03518379890263,20.66675161257369,30.528245580489727,37.01792965574426,0.3053126176123748,9.205586995855006,2.1827220321820398,1.2602371151298803,49.14881256805163,36.14731402457792,73.78450301307272,29.001481780274943,70.99851821972506,6.375304509163818,3.502547505753274,35.378440911368486,36.56181541697982,8.715889170883568,15.058157627035374,7,8.7227352589656,35.27874818429977,9.755187843087604,85.03166442894668,18.88007480729796,9.140995509125442,25.8782428970568,0.1093972750562782,72.55256364476847,193.0,67.38607338064995,49.85960394662233,37.00436786964809,62.614670981118856,35.06260552875078,54.49596527487134,Low,62.5,SyntheticIPO100(Infr),Infrastructure,synthetic_ipo_100_infr_67
12.89119398689984,-7.374235483229192,9.971430223585518,-11.646066768379766,3.146962756862738,-2.324209305111085,0.3342753441154669,1.360657567285397,1.3758666994077835,1.2761941416271072,31.591210304951986,30.378095366150717,27.944410185608067,53.50019873161985,46.49980126838015,6.491738871741115,5.569516546033042,-7.751422512266837,-9.011486309819151,-0.3331488560139224,12.641643141995166,9,8.274622683673185,45.97728595243012,19.424257360705653,9.13849109084705,2.5196765218656987,1.0871575254531414,3.4373771934580257,0.9198299019115808,65.93929573481276,24.0,35.04393652805716,26.59838757329244,18.60204002012038,55.302831599914114,47.79662481078331,-13.59977029031126,High,46.9,SyntheticIPO101(Rene),RenewableEnergy,synthetic_ipo_101_rene_68
12.714183618580932,14.0999529498215,12.821676920609567,6.0913105300083545,8.824962126465762,16.43486240392791,0.7942239976717727,8.339593528089832,1.1378083778559756,1.0950942409329112,29.08775066454808,6.30913218417318,61.315391525619006,43.03029030981153,56.96970969018847,6.63443052462121,5.207809787994089,8.61361350364677,9.537104424177006,2.8438676963977505,17.920924412372187,2,7.331732516546147,28.18143661446121,22.344236435458573,28.547989077948124,6.039670894000838,3.419115102776517,10.056888707200184,0.2924733359189758,61.20281789093601,20.0,46.809446575110755,34.41217710269912,10.309039646332574,59.22393850866121,59.89567677173326,13.654201900459292,Medium,53.7,SyntheticIPO102(Heal),Healthcare,synthetic_ipo_102_heal_69
12.199966839717652,7.183751504808733,15.814231130567324,-18.590334412095363,-17.28196991146238,-1.2072436504368385,2.168088996731663,2.7137421182990185,0.8953262756377375,0.943683645433446,53.989703461814656,30.35572851168017,56.94954336829343,43.60226502218868,56.39773497781132,9.72571089590031,6.532630187156806,-11.397515327497477,-12.356462561584872,5.270845849375343,12.961176714069024,6,6.398651081954953,38.67714191856252,11.87903200940192,11.619570849804846,2.299687397491999,0.4654413443264147,3.0437042910468857,0.95,36.8810887031337,38.0,29.30015111790525,31.4450422131185,6.153898710464843,46.78306985664658,31.750622130673985,-12.207885463743551,High,32.1,SyntheticIPO103(Cons),Consumer,synthetic_ipo_103_cons_70
5.007044014608479,-43.69887532834049,2.569739593453436,5.0,-3.43670574232537,6.827395110230576,0.7279065902141024,0.5495478709284936,1.333821660444624,1.4425154840239556,44.4313465769242,51.03633987993988,65.0,50.21503977396105,49.78496022603895,6.886174010195764,4.295556773711791,3.38489203736345,3.785404119852116,5.343304558410171,19.318005225120476,5,7.807960772884691,43.75506001091085,13.89072769166263,6.937062038491297,1.6053790853427985,0.4754646329374267,2.0273841818533382,0.95,37.16487386295569,77.0,37.38902826403432,6.926342470985003,14.464164547780324,52.46898478441868,31.79545453259708,-35.09619533645228,High,36.2,SyntheticIPO104(Manu),Manufacturing,synthetic_ipo_104_manu_71
13.92954317956512,19.263275772530083,39.78932576626637,14.922884720304396,26.9345014309121,39.69155433793762,0.3464990192033567,12.026974385702053,1.390593469788186,0.7216229553317188,34.64211774679251,31.637451869068325,64.94878133279929,26.731142029509748,73.26885797049025,6.073448396914345,4.523432464050299,48.43936371997334,54.138610205310336,8.211031301218416,17.014346311011778,1,9.12196939663843,52.69918485954195,16.454943207500996,311.9310197319774,99.60162844375778,27.18330393890013,126.03711728924998,0.05,89.25985489050973,125.0,67.68579978234835,37.28311085079588,14.541343911267958,64.9698529442902,38.78155896267545,21.0,Low,68.4,SyntheticIPO105(Fint),Fintech,synthetic_ipo_105_fint_72
5.755905987140977,9.274343888292108,30.0,17.384223056408352,10.88053989664708,12.56308319225412,0.7446815010771022,10.6175608626647,0.9131819018436036,1.3109350304246976,44.52149111699928,22.35765893154851,41.79282627158948,31.91707119864407,68.08292880135593,5.495180528776946,4.567781002790803,-5.0,-5.43308851774198,5.566222203762038,20.586092933216776,9,7.882336343580355,34.1051433725741,15.547221540578905,63.49309603533279,16.200014649180233,2.5763147853416406,20.738739961666862,0.3881513259519611,60.37334079455092,38.0,52.009536219738756,27.13670406765905,9.891963596916884,61.56589977578263,45.576499484248735,10.723918253022994,Medium,53.2,SyntheticIPO106(ITS),ITServices,synthetic_ipo_106_it_s_73
17.088005293679263,16.814051267193626,16.393019337757536,5.22336390590492,18.829231135270835,19.063579089099143,0.6659466042733603,7.000253179274242,1.6050996900588554,1.0610250048409875,60.07237959489736,0.0,41.898187530400136,51.32988523346616,48.67011476653384,9.144655702490057,3.88129910640352,11.221707212692085,12.07809150180366,4.409867193424975,14.523486442589336,9,8.4315079315339,41.17209385547231,15.480226217931149,46.16382390131393,8.549196796482919,6.204295653709481,14.80335011989254,0.1611786503762294,82.0,117.0,51.36906871733479,38.86716816515505,23.45864892728903,58.68423920358342,46.21781646762984,8.094610048202679,Medium,59.5,SyntheticIPO107(ITS),ITServices,synthetic_ipo_107_it_s_74
33.638280136981884,26.05769732252527,14.0,17.967972902284657,43.81880171331348,16.0,0.2408013481256729,8.735507446480256,1.8517145232326455,0.9732187308407196,20.41989211107776,20.22580236450588,61.65543827644123,56.00089189397917,43.99910810602083,7.9347523850789665,2.9111007537155085,54.56638104969267,68.26924580899271,7.20347595492504,20.861938472940405,6,9.01954333946479,47.84619752910916,3.0,197.27810081702444,40.06050764789779,17.27319058047705,45.1234167471484,0.0578931839685857,91.85849284327956,190.0,59.652826559882506,55.34445832938053,27.835881741724556,62.52891133324542,55.601808586472224,63.87981969061298,Low,68.5,SyntheticIPO108(Cons),Consumer,synthetic_ipo_108_cons_75
36.55312036106696,37.30513766669328,26.262256743010088,8.700639103713232,24.63087778082735,30.496075772409952,0.0,15.5218336451513,2.423291992921702,0.5765855672086362,36.124864545206336,50.2218332148846,65.72033573232578,38.277805707453865,61.722194292546135,7.957099324896388,5.111957403035404,80.40524204128019,82.46692709373612,3.609885279038589,14.942432402642924,7,9.095453161396678,45.06715091482796,27.998242469102948,52.69753090255258,21.30287139460521,6.551893297567894,19.45130534238405,0.1526276382387373,61.49409378556206,84.0,59.7759250196769,61.809202299851734,37.968589430448816,70.00167303389718,26.241121113659897,34.03208714263761,Low,53.6,SyntheticIPO109(Infr),Infrastructure,synthetic_ipo_109_infr_76
15.541165013240931,15.0,3.0914084444852747,4.934408856554839,5.281527790798322,5.418200668900619,1.3358706489071646,-2.007044584133028,1.3572563528438313,0.718130694852047,35.305828792528125,30.95164144985436,59.06381542275712,56.76141024277714,43.23858975722286,5.386542612932018,3.4105271404614514,-3.921195556569669,-4.635060373411204,4.752965728234728,17.68039925612756,1,6.498682228715088,43.83369099292055,23.300647056014668,12.656684051764916,3.0063117617514887,1.6127666239594858,4.68877038097064,0.6200525141975662,63.71460821832632,10.0,39.66942401045823,36.97525618965718,16.966845885448908,46.90247605888307,38.75126328733271,-12.572325698025676,High,46.7,SyntheticIPO110(Fint),Fintech,synthetic_ipo_110_fint_77
10.178146025571792,12.0,25.05966266137496,20.97711425214444,18.0,17.628221375401914,0.1482603339767235,17.7471694986387,1.259731743717492,0.7579997148765076,29.99149642439668,11.953713830654651,62.15115933617425,33.955801638837045,66.04419836116296,7.879998281231992,5.308101107832749,67.23043741776982,69.5547060708632,6.098788353852808,15.00674004793682,1,9.4767929447847,27.35275339321976,27.282969915684845,175.05655209324374,31.225283430173334,11.87559106999339,49.36644832338484,0.0842063350031264,88.62148905814153,115.0,55.3847082078219,31.63416486678168,11.736209289065453,71.24347016086344,52.303880711080296,70.63501767196338,Low,64.7,SyntheticIPO111(Fint),Fintech,synthetic_ipo_111_fint_78
23.47055691600388,11.348094623221964,17.17153112357306,14.603308277640837,13.943283094813724,6.615710915771341,0.9843777333732132,8.15013133954741,1.4896548608184574,0.83716870545987,33.73454242939857,30.77988474123073,50.16407457715317,51.9755178809259,48.0244821190741,5.812117279158767,4.4857744791851895,27.6081004810104,32.07832437035105,11.948924649718068,18.717980109721893,7,8.296114355990245,34.303271069266984,21.47708452450957,88.61228098359996,13.84372754807356,7.314070969608616,21.94394402738977,0.1367227641289227,82.0,72.0,47.57822855530394,41.87685715251393,20.197291584921665,58.03961550734718,41.12604035132754,8.486045272508756,Medium,56.6,SyntheticIPO112(Infr),Infrastructure,synthetic_ipo_112_infr_79
